,Text,Emotion
3711,@UNHumanRights @UNDP_Pakistan wat an irony? #Pakistan lecturing the world on curbing ,fear
3108,"#Pakistan is ‘terrorist state’, carries out #war crimes: #India to @UN.\n#UNGA #terrorism #UN",fear
10908,"My life has been a #crazy, #painful, #awful journey full of #disappointment, #harassment &amp; #abuse",sadness
5521,"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov  #quote",joy
10733,I'm so upset 😭,sadness
24,"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! #bitter",anger
7508,bathe in a pool of #stars and #sun.  Wash away assumptions and rejoin the #joyful noise of @bliss and #love.  #LoveOverHate #ResistInBeauty,joy
5611,nooooo. Poor Blue Bell! not again. #sad,sadness
3399,I feel ghastly and I'm really hoping it's just a post-birthday slump. Back to full research mode tomorrow either way.,fear
5802,@BlackToLive Good - cuz that's what Trump is: a fucken 'N'azi. Don King-u havnt sunk this low since u set up Mike Tyson. 2 pathetic Dons.,sadness
2641,Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳 #terrible,fear
3988,"Pakis are applauding Sharif's speech,i wonder how many really understood what he said!!!!\nThey are very much excited and happy",joy
10347,another chunk of #antarctic the size of #wales broke off. The #glee of knowing humans deserve their #extinction. #climatechange,joy
1603,Boycotting @DunkinDonuts till butter pecan comes back. I am furious,anger
4293,Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded,joy
9811,@KETV Very scary but so glad the nabbed him. Afraid there may be more :(,joy
407,"Because it was a perfect illusion, but at least now I know what it was.  #ladygaga #iscalming#mysoul",anger
5967,"I truly feel like science has the ability to make a milk out of anything ... cashew milk, hemp milk, pine nut milk, dandelion milk",sadness
6499,@CNN yes. Too many cops. And too many ppl who should have lost their lives r still alive.,sadness
1248,you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm ,anger
8178,"@Topshop where is my order? Placed on Monday via express delivery, yet no sign!!! #annoyed #hurryup Your customer service queues are #awful",anger
3338,my husband lost £800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care  #airbnbnightmare,fear
5728,"I'd rather laugh with the rarest genius, in beautiful alliance with his own being, where he kept his sadness. #melancholy",sadness
8367,Trying not to be annoyed but I keep getting told I'm on lists for things and then everyone's on the list except for me 😞,anger
5804,When you lose somebody close to your heart you lose yourself as well 💔 ,sadness
5772,I don't want perfect. It's too boring and dull.,sadness
9946,On the bright side ma work pals have treated me too a spotty dotty cookie,joy
3223,I've said it before and I'll say it again: It's God! All God! Only God!  #archippusawakening #entirelybyhisgrace,fear
835,People irritate me 🙄,anger
4368,"Today I answered a call from a college rep who didn't realize I did, and I got to hear part of his lively debate about if evolution is real.",joy
4369,And girl I love your perfume there's something bout you 🎧 #breezy,joy
10182,Today in Selfcare: beauty &amp; laughs Kung Fu Panda 3 #Wellness #joy #laughter #selfcare #therapist #philadelphia,joy
5267,"This tweet is dedicated to my back pain, which I do not understand because I am youthful and spry. Full of life. Vivacious.",joy
6423,This nigga doesn't even look for his real family 🙄😂 #sad,sadness
7541,HAPPY BIRTHDAY TO THE PANDERIFIC PANDA IK.@TheOrionSound I hope you have an amazing day Oli i love u so much and i ❤️ur vids they make me 😃,joy
472,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver #revenge,anger
9601,Be weird. Be #happy. Be #grateful. Be #positive. Be open #minded.\r#love #bliss #success,joy
1329,@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! ,anger
6168,"@TetraVariations I don't need a mask, but I'll gladly make a donation to help in ur name! Is it Mr. TY Rex or first initial only? #serious",sadness
709,"@LeKingCoq @MistaAggy @GiovanniiDC The way my blood is boiling, little bastards!",anger
1078,Using multiple combs simultaneously is what I like to call impressive work!!    ;-O  #ohsnap #daaamn,anger
1746,im crying katherine is the only one whos like talking to me during my anxiety attack im gonna faint,fear
8982,Suicide Blast killed 11 people in Cameroon. #bomb #attack   #security #explosion,fear
1268,"Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.",anger
2760,@chelseahandler I don't think your a girls girl #fraud  #celebeffer,fear
3605,I went to this sushi spot &amp; they had tobi &amp; an ANBU mask hung on the wall behind them. I will start going there even tho I don't eat seafood,fear
7909,"Williams Lake on evacuation alert as fires rage near the city of 10,000+. Developments from overnight + forecast - 5am @GlobalBCMorning",anger
9149,@Shann_Graham They were actually dire man wasn't expecting  to be so bad like,fear
12,Lol little things like that make me so angry x,anger
6491,@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter ,sadness
7640,@marcdeacon_ Happy Birthday Marc have a good one! Xx,joy
7143,"1/If the Church is being attacked with such fury, and from the inside, that means that the Church is exactly what we need to belong to!",anger
3264,On a side note if you are self medicating ? That's not helping that is burying the anxiety that WILL manifest in another way. Heart disease?,fear
7506,@caseydellacqua @ashbar96 Will be cheering for you both! Go @caseydellacqua and @ashbar96,joy
3623,Caballero having a nightmare #sweeperkeepernot,fear
2931,When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' #shocking,fear
9990,Watching @JamesAcaster clips in bed. Actual legend. Never fails to put me in a good mood. #comedy #legend #love #laughter #bedtime x,joy
4068,Metal keeps you young and spry and keeps your hair luxurious.\n\nYES\n\nSHUT UP AND LISTEN TO ME,joy
4433,"Sometimes I like to talk about my sadness.  Other times, I just want to be distracted by friends, laughter, shopping, eating...  \n\n#MHChat",joy
8670,"@virginmedia Jalf of london has no internet tonight, what is going on?? #furious",anger
1548,@CallofDuty how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod ,anger
5714,"its a gloomy day, im cuddled in my bed watching brendon covering songs and i couldnt be more relaxed or happy 😋",sadness
6347,I told my therapist that I'm on the dance team and now she's unhappy with me.,sadness
2751,@Koishiteruze she was scare not knowing what to do,fear
9721,"@catherinerusse2 ooh, how I'd dance with glee around the living room if you emerged from the Tardis at Christmas!",joy
7671,I only cut my hair so I can fucc hoes in a durag #glee #sg,joy
2293,@nytimes I'm trying to imagine the first response of a President Trump to an act of terror. The thought itself terrorizes me.,fear
1409,@CPPSmeofficial tiff.,anger
3092,@ExpressScripts u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts #horrible,fear
7349,"Edinburgh is fucked\nThis city is a nightmare to drive 'round! 😖\nOne ways, bus lanes, cameras, feckin' trams! Who's idea was that?!",fear
1395,I've always had a weird grudge against stingrays ever since one killed Steve Irwin.,anger
1973,@BurmanAJ @AMANDAZUCKERMAN I'd rather see KYLE from bbcan play again and THAT is saying something ,fear
2019,The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal,fear
10334,I was so scared!.. I thought I lost another daughter tonight.  #grateful OTM❤,joy
8506,"@foofightersnews #bitter we all have bad experiences, this was 22 years ago...time to let it lie... @foofighters forever ❤😍❤",anger
7316,"Over 4 million acres to live, there's no reason #Idaho residents should #fear #wolves. #Help prevent them from becoming #endangered again.",fear
9441,12 PM Reminder: You are ok. You are safe. Don't panic. #anxiety #calm #panic,fear
8898,Potentially going on holiday in 7 days.. can you get fit in that time? #panic 🤔,fear
9590,😍🤤😍🤤😍 #foodie #yummy #halalfood \n(twitter saw,joy
7822,@F3Alpha #F3Roswell #Preblast\nI've been handed the keys to Roswell Area Park. See you in the gloom. Be ready to slip &amp; slide at 0530,anger
8760,My arms and legs abs tummy and back and face all itch so bad 😩😩😩. Feeling so sorry for myself right now. #raging,anger
3744,@Rosie #Strongwomen terrify #weakmen - don't let the #bully wear you down. Loving your consistency and truth in rough times Hang in there ❤️,fear
1520,"@Sirenja_ @JaxOfBo (like, hope i didn't offend with my commentary - it wasn't what I was intending!)",anger
3766,today afghanistan tell us where the terrorism is planned whaaaooo#UNGA,fear
389,Why are people even debating on race inequality within our justice system like it's non existent? They're just trying to aggravate us.,anger
10473,@Yummywaterbynad I wanna meet tho 😅,joy
10203,"Sometimes we create our own heartbreaks through expectations. When #love prevails, fear departs. Learn to be grateful for our moments. Quiet",joy
5998,"@leighsteinberg April 25th, 2010 for me. Keep up the good work!! #sober #prouder",sadness
3983,Inquiries into alleged abuses by UK troops in Afghanistan and Iraq and data suggesting a buoyant post-Brexit economy makes the front pages.,joy
4118,I'm still laughing 'Bitch took my pillow' line  #kurt,joy
9619,"I would anybody have seen it\nI’ll laugh all the car?\nClothes are really gettin in a night I lost myself, hating myself, I",joy
4892,@DumTeeDum don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers,joy
7282,Are u sad or upset?,anger
6539,@khloe_speaks sad music,sadness
5168,"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #lol  #punny",joy
10444,@ArriFaun This was such a great way to start the day lmao 🤣😂,joy
1799,I really hate Mel and Sue. They think they're hilarious and they're just awful,fear
3724,Left my phone in Mcds ,fear
1677,A @FirstBSA not turning up? Why am I not surprised. Late for work again! #fuming,anger
6240,What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever,sadness
8225,@slpng_giants_ca @EPCOR So happy to hear @EPCOR has chosen not to fund #hatred and #racism and #misogyny. #Respect!\n#waterandwires,anger
8306,#fans #gamers what you think @EAMaddenNFL 18 is going to rate the #Dolphins #offense #defense special teams rating &amp; rank out of 32 teams,anger
